,Date,User,Tweet
459,2022-05-18 16:23:46+00:00,elonmusk,Despite Tesla doing more for the environment than any company ever! https://t.co/ImxrhnRepj
460,2022-05-18 16:22:38+00:00,elonmusk,Political attacks on me will escalate dramatically in coming months
461,2022-05-18 16:09:17+00:00,elonmusk,"Exxon is rated top ten best in world for environment, social &amp; governance (ESG) by S&amp;P 500, while Tesla didn’t make the list!

ESG is a scam. It has been weaponized by phony social justice warriors."
462,2022-05-17 22:05:46+00:00,elonmusk,Tesla AI Day #2 on Aug 19. So many cool updates!
463,2022-05-15 02:30:38+00:00,elonmusk,"Iconic
laconic
!platonic"
464,2022-05-15 00:45:18+00:00,elonmusk,Borderline too sexy https://t.co/2ShbhQKilz
465,2022-05-15 00:19:19+00:00,elonmusk,The Golden State is cooking its golden geese
466,2022-05-14 23:55:42+00:00,elonmusk,The Lawyers Who Ate California https://t.co/i4PCxc5RBH
467,2022-05-14 23:04:15+00:00,elonmusk,"Very important to fix your Twitter feed:

1. Tap home button.
2. Tap stars on upper right of screen.
3. Select “Latest tweets”.

You are being manipulated by the algorithm in ways you don’t realize.

Easy to switch back &amp; forth to see the difference."
468,2022-05-14 18:52:07+00:00,elonmusk,Whoever thought owning the libs would be cheap never tried to acquire a social media company!
469,2022-05-14 02:41:00+00:00,elonmusk,The bots are angry at being counted 🤣
470,2022-05-13 09:44:38+00:00,elonmusk,"Twitter deal temporarily on hold pending details supporting calculation that spam/fake accounts do indeed represent less than 5% of users
https://t.co/Y2t0QMuuyn"
471,2022-05-13 01:29:06+00:00,elonmusk,Stop the war on straws! https://t.co/aHv7uvm17D
472,2022-05-13 00:38:13+00:00,elonmusk,Updated Starlink availability by region https://t.co/uxLqoNpr7M
473,2022-05-12 22:45:27+00:00,elonmusk,"Biden’s mistake is that he thinks he was elected to transform the country, but actually everyone just wanted less drama"
474,2022-05-12 22:36:38+00:00,elonmusk,"Even though I think a less divisive candidate would be better in 2024, I still think Trump should be restored to Twitter"
475,2022-05-12 22:21:34+00:00,elonmusk,Don’t Diss Information
476,2022-05-12 00:24:46+00:00,elonmusk,Chronological tweets seem much better than what “the algorithm” suggests
477,2022-05-11 19:24:56+00:00,elonmusk,https://t.co/CWWDdur0oz
478,2022-05-11 00:56:54+00:00,elonmusk,"Starlink has resisted Russian cyberwar jamming &amp; hacking attempts so far, but they’re ramping up their efforts https://t.co/w62yCsDA5w"
479,2022-05-09 13:35:52+00:00,elonmusk,Chocolate milk is insanely good. Just had some.
480,2022-05-09 00:51:26+00:00,elonmusk,"If I die under mysterious circumstances, it’s been nice knowin ya"
481,2022-05-09 00:40:57+00:00,elonmusk,.@Rogozin sent this to Russian media https://t.co/eMI08NnSby
482,2022-05-06 15:33:10+00:00,elonmusk,Another Starlink mission completed https://t.co/8ZUeQtTegE
483,2022-05-06 15:14:54+00:00,elonmusk,"If Twitter acquisition completes, company will be super focused on hardcore software engineering, design, infosec &amp; server hardware https://t.co/m2HseK0TXl"
484,2022-05-04 11:03:33+00:00,elonmusk,I dunno … seems kinda fungible
485,2022-05-03 20:00:53+00:00,elonmusk,"Ultimately, the downfall of the Freemasons was giving away their stonecutting services for nothing"
486,2022-05-03 19:34:55+00:00,elonmusk,"Who funds these organizations that want to control your access to information? Let’s investigate …
https://t.co/dBFsGjOMC8"
487,2022-05-02 19:00:20+00:00,elonmusk,As I was saying … https://t.co/tsGz6fCWuW
488,2022-05-02 18:12:19+00:00,elonmusk,"the elusive beauty of imperfection

侘寂"
489,2022-05-01 06:23:15+00:00,elonmusk,"Since I’ve been asked a lot:

Buy stock in several companies that make products &amp; services that *you* believe in.

Only sell if you think their products &amp; services are trending worse. Don’t panic when the market does.

This will serve you well in the long-term."
490,2022-04-29 12:28:10+00:00,elonmusk,"The far left hates everyone, themselves included!"
491,2022-04-28 20:53:49+00:00,elonmusk,.@CocaCola Oh hi lol https://t.co/VhhVM9GzLJ
492,2022-04-28 17:47:22+00:00,elonmusk,https://t.co/Q9OjlJhi7f
493,2022-04-28 01:57:27+00:00,elonmusk,"Listen, I can’t do miracles ok https://t.co/z7dvLMUXy8"
494,2022-04-28 01:53:50+00:00,elonmusk,Let’s make Twitter maximum fun!
495,2022-04-28 00:56:58+00:00,elonmusk,Next I’m buying Coca-Cola to put the cocaine back in
496,2022-04-28 00:13:47+00:00,elonmusk,"Twitter DMs should have end to end encryption like Signal, so no one can spy on or hack your messages"
497,2022-04-27 20:38:20+00:00,elonmusk,"For Twitter to deserve public trust, it must be politically neutral, which effectively means upsetting the far right and the far left equally"
498,2022-04-27 18:06:21+00:00,elonmusk,https://t.co/1CE7rjBrNH
499,2022-04-27 05:01:00+00:00,elonmusk,Truth Social is currently beating Twitter &amp; TikTok on the Apple Store https://t.co/RxawVUAYKH
500,2022-04-26 20:15:32+00:00,elonmusk,Per aspera ad astra!
501,2022-04-26 20:09:46+00:00,elonmusk,"Raptor 2 rocket engines at Starbase, each producing over half a million pounds (230 tons) of force https://t.co/9ixxXXceG3"
502,2022-04-26 18:26:46+00:00,elonmusk,The extreme antibody reaction from those who fear free speech says it all
503,2022-04-25 19:43:22+00:00,elonmusk,🚀💫♥️ Yesss!!! ♥️💫🚀 https://t.co/0T9HzUHuh6
504,2022-04-25 16:12:30+00:00,elonmusk,"I hope that even my worst critics remain on Twitter, because that is what free speech means"
505,2022-04-25 15:35:41+00:00,elonmusk,And be my love in the rain
506,2022-04-24 11:46:48+00:00,elonmusk,Moving on …
507,2022-04-23 03:30:45+00:00,elonmusk,in case u need to lose a boner fast https://t.co/fcHiaXKCJi
508,2022-04-22 23:39:48+00:00,elonmusk,The Barbarians are at the Gate
509,2022-04-21 20:12:46+00:00,elonmusk,https://t.co/IOV4tWvyxv
510,2022-04-21 20:09:15+00:00,elonmusk,https://t.co/TMOnmKBcWQ
511,2022-04-21 18:53:55+00:00,elonmusk,"If our twitter bid succeeds, we will defeat the spam bots or die trying!"
512,2022-04-21 18:50:52+00:00,elonmusk,"Such a joy to work with amazingly talented people at SpaceX, Tesla, Neuralink &amp; Boring Co!"
513,2022-04-21 03:09:12+00:00,elonmusk,"Please consider working at The Boring Company! 

Our goal is to solve traffic, which plagues every major city on Earth. https://t.co/1tHNhIo7sd"
514,2022-04-20 03:32:19+00:00,elonmusk,_______ is the Night
515,2022-04-19 18:25:05+00:00,elonmusk,A social media platform’s policies are good if the most extreme 10% on left and right are equally unhappy
516,2022-04-18 21:32:12+00:00,elonmusk,SpaceX Falcon team making great progress! Aiming for 5 day launch cadence with many performance &amp; refurb improvements.
517,2022-04-18 14:15:38+00:00,elonmusk,"Why, thank you, sir!  https://t.co/tealJWLSdP"
518,2022-04-17 21:09:42+00:00,elonmusk,Happy Easter! https://t.co/3gBFlrPOQO
519,2022-04-17 16:27:49+00:00,elonmusk,Smooth landing video https://t.co/2K8Z80aB0u
520,2022-04-16 19:02:24+00:00,elonmusk,🎶 Love Me Tender 🎶
521,2022-04-14 22:07:09+00:00,elonmusk,🤔 https://t.co/PfqYpLiuVd
522,2022-04-14 21:40:23+00:00,elonmusk,i♥️u
523,2022-04-14 20:12:08+00:00,elonmusk,"Taking Twitter private at $54.20 should be up to shareholders, not the board"
524,2022-04-14 11:23:21+00:00,elonmusk,"I made an offer 
https://t.co/VvreuPMeLu"
525,2022-04-09 20:14:20+00:00,elonmusk,69.420% of statistics are false
526,2022-04-09 20:12:22+00:00,elonmusk,Truth is the first casualty. https://t.co/cN9PIfDvjr
527,2022-04-09 13:32:31+00:00,elonmusk,"Most of these “top” accounts tweet rarely and post very little content. 

Is Twitter dying? https://t.co/lj9rRXfDHE"
528,2022-04-09 12:37:44+00:00,elonmusk,Interesting https://t.co/LmviLXMkHK
529,2022-04-08 10:50:44+00:00,elonmusk,"Great work by Tesla Texas Team!!

Built &amp; delivered first Giga Texas production cars &amp; threw a killer opening party 💥💫 🚘"
530,2022-04-08 01:43:01+00:00,elonmusk,Show starts in ~20 mins https://t.co/VVT69WSkNH
531,2022-04-07 08:22:22+00:00,elonmusk,https://t.co/TW2lLQakE5
532,2022-04-07 08:20:08+00:00,elonmusk,https://t.co/wcW6Z1MNNd
533,2022-04-07 06:14:07+00:00,elonmusk,https://t.co/wvJ66Yr1Wj
534,2022-04-07 05:29:24+00:00,elonmusk,"🇺🇸🇺🇸 Gigafactory Texas 🇺🇸🇺🇸

Grand opening party tomorrow!

Doors open at 4, festivities at 8"
535,2022-04-05 00:48:06+00:00,elonmusk,Do you want an edit button?
536,2022-04-04 16:04:49+00:00,elonmusk,Oh hi lol
537,2022-04-03 20:10:23+00:00,elonmusk,Berlin rocks
538,2022-04-03 09:14:40+00:00,elonmusk,https://t.co/VlIZsJyH4F
539,2022-04-03 06:54:15+00:00,elonmusk,"I am inspired by curiosity. 

That is what drives me. 

So let us expand the scope &amp; scale of consciousness so that we may aspire to understand the Universe."
540,2022-04-03 04:50:49+00:00,elonmusk,Humanity did not evolve to mourn the unborn
541,2022-04-03 02:51:18+00:00,elonmusk,They wrote PEACE on the wall at Berghain! I refused enter.
542,2022-04-03 01:55:38+00:00,elonmusk,https://t.co/lxZU9GZd9n
543,2022-04-03 01:52:31+00:00,elonmusk,https://t.co/l8Ryq7nN38
544,2022-04-03 01:24:12+00:00,elonmusk,https://t.co/uOC3j4fYV0
545,2022-04-01 00:34:56+00:00,elonmusk,To think I grew up 2b bizniz magnet 🤩 https://t.co/usbPI0aSrY
546,2022-03-30 01:43:14+00:00,elonmusk,Sustainable energy generation from sun &amp; wind is making great progress! https://t.co/hL6gp6SVQX
547,2022-03-28 20:22:28+00:00,elonmusk,SpaceX Falcon 🚀 team is making excellent progress – aiming for 60 launches this year!
548,2022-03-28 08:56:42+00:00,elonmusk,https://t.co/Uwx8UzpiXo
549,2022-03-28 08:12:34+00:00,elonmusk,"Covid-19 is the virus of Theseus.

How many gene changes before it’s not Covid-19 anymore?

I supposedly have it again (sigh), but almost no symptoms."
550,2022-03-27 16:00:51+00:00,elonmusk,Seize the memes of production!
551,2022-03-26 17:51:26+00:00,elonmusk,"Given that Twitter serves as the de facto public town square, failing to adhere to free speech principles fundamentally undermines democracy. 

What should be done? https://t.co/aPS9ycji37"
552,2022-03-26 05:53:24+00:00,elonmusk,https://t.co/SXKc1jJwmw
553,2022-03-25 07:34:52+00:00,elonmusk,"Free speech is essential to a functioning democracy.

Do you believe Twitter rigorously adheres to this principle?"
554,2022-03-24 23:55:26+00:00,elonmusk,Most people think the fruit was named after the color (fools!) https://t.co/snrsV9nXYb
555,2022-03-24 23:53:23+00:00,elonmusk,The movie Gaslight has gaslit so many people it’s insane
556,2022-03-24 20:26:49+00:00,elonmusk,♥️♥️ NASA ♥️♥️ https://t.co/Y9vsbLpOqh
557,2022-03-24 17:07:22+00:00,elonmusk,Twitter algorithm should be open source
558,2022-03-22 13:30:39+00:00,elonmusk,🇩🇪🇩🇪 Danke Deutschland!! 🇩🇪🇩🇪
559,2022-03-21 18:38:32+00:00,elonmusk,Excited to hand over the first production cars made by Giga Berlin-Brandenburg tomorrow!
560,2022-03-19 08:35:46+00:00,elonmusk,https://t.co/qZSX2up9W0
561,2022-03-19 05:48:12+00:00,elonmusk,https://t.co/W4He1AVV3S https://t.co/xjZSweoEE2
562,2022-03-19 03:24:17+00:00,elonmusk,"The limbic instinct for vengeance is incredibly strong, which is why turn the other cheek is such a powerful idea"
563,2022-03-17 06:52:38+00:00,elonmusk,Working hard to make useful products &amp; services for your fellow humans is deeply morally good
564,2022-03-17 04:19:35+00:00,elonmusk,Working on Master Plan Part 3
565,2022-03-15 20:20:19+00:00,elonmusk,"Telegram post by Ramzan Kadyrov, head of Chechen Republic! https://t.co/UyByR9kywq"
566,2022-03-15 00:46:22+00:00,elonmusk,Congratulations SpaceX team for all that you have accomplished! https://t.co/mtRWrPnGGF
567,2022-03-14 11:09:22+00:00,elonmusk,"I hereby challenge
Владимир Путин 
to single combat

Stakes are Україна"
568,2022-03-14 10:47:57+00:00,elonmusk,By the pricking of my thumbs …
569,2022-03-14 09:42:25+00:00,elonmusk,There is a beauty to the biological substrate
570,2022-03-14 08:31:53+00:00,elonmusk,https://t.co/Gw6xaw1u0N
571,2022-03-14 07:48:53+00:00,elonmusk,https://t.co/CfoJ3qdCRJ
572,2022-03-13 21:39:30+00:00,elonmusk,What are your thoughts about probable inflation rate over next few years?
573,2022-03-13 11:02:24+00:00,elonmusk,Fifteen Decisive Battles of the World
574,2022-03-09 14:01:23+00:00,elonmusk,Another 48 Starlinks just reached orbit https://t.co/BLb2x69lvQ
575,2022-03-09 06:47:17+00:00,elonmusk,https://t.co/e3kFCmREaC
576,2022-03-07 07:49:42+00:00,elonmusk,"You are my favorite hello,
And my hardest goodbye."
577,2022-03-06 23:27:00+00:00,elonmusk,"Hopefully, it is now extremely obvious that Europe should restart dormant nuclear power stations and increase power output of existing ones. 

This is *critical* to national and international security."
578,2022-03-06 14:06:26+00:00,elonmusk,Defeating traffic is the ultimate boss battle. Even the most powerful humans in the world cannot defeat traffic.
579,2022-03-06 04:38:57+00:00,elonmusk,Even some of the best AI software engineers in the world don’t realize how advanced Tesla AI has become
580,2022-03-06 03:45:50+00:00,elonmusk,https://t.co/UrldeBBwEc
581,2022-03-05 05:15:51+00:00,elonmusk,"Starlink has been told by some governments (not Ukraine) to block Russian news sources. We will not do so unless at gunpoint.

Sorry to be a free speech absolutist."
582,2022-03-05 04:59:24+00:00,elonmusk,"SpaceX reprioritized to cyber defense &amp; overcoming signal jamming. 

Will cause slight delays in Starship &amp; Starlink V2."
583,2022-03-05 01:21:07+00:00,elonmusk,🇺🇦🇺🇦🇺🇦 Hold Strong Ukraine 🇺🇦🇺🇦🇺🇦
584,2022-03-05 00:40:01+00:00,elonmusk,"Hate to say it, but we need to increase oil &amp; gas output immediately. 

Extraordinary times demand extraordinary measures."
585,2022-03-03 19:49:51+00:00,elonmusk,"Important warning: Starlink is the only non-Russian communications system still working in some parts of Ukraine, so probability of being targeted is high. Please use with caution."
586,2022-02-22 22:35:13+00:00,elonmusk,https://t.co/OrLV2c3qy2
587,2022-02-22 10:10:05+00:00,elonmusk,ℏ
588,2022-02-21 23:22:01+00:00,elonmusk,Entertainment is becoming a username/password/2FA nightmare https://t.co/fKht3NKsho
589,2022-02-20 02:46:59+00:00,elonmusk,https://t.co/f6MMoldb8r
590,2022-02-18 23:49:57+00:00,elonmusk,So amazing that we decompress from a single cell to over 30 trillion cells
591,2022-02-17 19:57:29+00:00,elonmusk,Reasons to hate are remembered better than reasons to love
592,2022-02-15 02:27:54+00:00,elonmusk,Starship to Mars simulation https://t.co/fkpYvv5pMR
593,2022-02-14 22:54:37+00:00,elonmusk,Over 250k Starlink user terminals
594,2022-02-14 19:44:02+00:00,elonmusk,Destacking Starship https://t.co/dUWz3uwwmb
595,2022-02-11 20:01:33+00:00,elonmusk,"The duty of a leader is to serve their people, not for the people to serve them"
596,2022-02-10 16:51:44+00:00,elonmusk,https://t.co/7IJbqbYzkA
597,2022-02-10 05:04:48+00:00,elonmusk,https://t.co/EmLdMdPizM
598,2022-02-10 04:53:52+00:00,elonmusk,https://t.co/BDP2yRxYpI
599,2022-02-10 04:31:58+00:00,elonmusk,Tower arms are lifting Starship onto Super Heavy Booster https://t.co/kJacH9sRBI
600,2022-02-09 21:34:13+00:00,elonmusk,Much appreciated! https://t.co/ncGA3LA7x9
601,2022-02-07 23:18:37+00:00,elonmusk,Why is the “traditional” media such a relentless hatestream? Real question.
602,2022-02-07 18:09:58+00:00,elonmusk,🎶Always look on the bright side of life🎶
603,2022-02-06 01:37:28+00:00,elonmusk,🚬 Thank You for Smoking 🚬
604,2022-02-06 00:27:58+00:00,elonmusk,Tesla Model S &amp; X Plaid are so fun! https://t.co/lcaTVyEPzN
605,2022-02-06 00:26:05+00:00,elonmusk,"Extended tracking shot of Falcon 9
https://t.co/LlUIgOqCxC"
606,2022-02-05 20:19:53+00:00,elonmusk,https://t.co/fm7mJLuf97
607,2022-02-03 20:50:45+00:00,elonmusk,Congrats SpaceX Falcon team! https://t.co/ZplhTv0QcH
608,2022-02-02 10:37:30+00:00,elonmusk,"Exciting progress at Starbase, Texas!"
609,2022-02-02 05:28:41+00:00,elonmusk,Starlink high performance antenna https://t.co/83kIQSNV3l
610,2022-01-31 21:54:22+00:00,elonmusk,"Denmark just ended Covid restrictions
 https://t.co/tg12nar2CJ"
611,2022-01-31 06:39:35+00:00,elonmusk,https://t.co/dFwIuBVcD0
612,2022-01-30 22:51:10+00:00,elonmusk,Halo Infinite campaign is good
613,2022-01-30 20:04:38+00:00,elonmusk,"For reasons unknown, @potus is unable to say the word “Tesla” https://t.co/dcBNowOgKA"
614,2022-01-30 18:52:01+00:00,elonmusk,So many Hitlers! https://t.co/52sUuPcB93
615,2022-01-30 17:38:35+00:00,elonmusk,https://t.co/QEwmhecTmE
616,2022-01-30 08:26:30+00:00,elonmusk,https://t.co/wTIHLyVkYw
617,2022-01-29 23:39:10+00:00,elonmusk,Just rewatched True Romance ♥️
618,2022-01-29 11:21:38+00:00,elonmusk,Lie back and think of Mars
619,2022-01-29 06:48:49+00:00,elonmusk,https://t.co/ryK36jvxNx
620,2022-01-29 05:25:18+00:00,elonmusk,The Universe is a Hydrogen Sonata
621,2022-01-27 23:56:10+00:00,elonmusk,And in the darkness bind them https://t.co/BvxR4HTTq1
622,2022-01-27 23:39:57+00:00,elonmusk,"If you scare people enough, they will demand removal of freedom. This is the path to tyranny."
623,2022-01-27 22:24:24+00:00,elonmusk,Seems odd that the UN still hasn’t released 2020 world death rates
624,2022-01-27 18:45:22+00:00,elonmusk,Canadian truckers rule
625,2022-01-27 17:31:57+00:00,elonmusk,Je m’aple syrup
626,2022-01-26 01:07:59+00:00,elonmusk,Been driving latest Cybertruck prototype around Giga Texas. It’s awesome!
627,2022-01-25 12:39:40+00:00,elonmusk,https://t.co/iLfCWdi0Lb
628,2022-01-25 12:30:40+00:00,elonmusk,I will eat a happy meal on tv if @McDonalds accepts Dogecoin
629,2022-01-25 10:48:55+00:00,elonmusk,https://t.co/ReDlSVLcl7
630,2022-01-25 10:43:54+00:00,elonmusk,https://t.co/gT0jq8Z6iH
631,2022-01-21 09:12:41+00:00,elonmusk,This is annoying https://t.co/KAkDl29CTX
632,2022-01-20 03:57:33+00:00,elonmusk,Maybe something like this https://t.co/PUBLdaewt8
633,2022-01-20 03:45:25+00:00,elonmusk,https://t.co/rTlxHR4zi1
634,2022-01-20 03:17:49+00:00,elonmusk,Frank &amp; Beans https://t.co/xJfuW6HKs4
635,2022-01-19 09:11:10+00:00,elonmusk,"Tesla AI might play a role in AGI, given that it trains against the outside world, especially with the advent of Optimus"
636,2022-01-19 08:28:16+00:00,elonmusk,https://t.co/n2ivCG4E8b
637,2022-01-19 02:51:53+00:00,elonmusk,Believe in the future!
638,2022-01-19 02:46:07+00:00,elonmusk,https://t.co/vltBvTXExY
639,2022-01-18 17:02:24+00:00,elonmusk,We should be much more worried about population collapse
640,2022-01-16 23:31:47+00:00,elonmusk,Good thing I never tweet anything controversial https://t.co/T7sD1q1hvd
641,2022-01-16 23:12:29+00:00,elonmusk,It is heartening to see the rise of individualist vs corporate media https://t.co/7w9WDHhO3o
642,2022-01-16 06:19:15+00:00,elonmusk,So informative https://t.co/rTktvhYukK
643,2022-01-15 23:30:10+00:00,elonmusk,https://t.co/6qGivJoQf0
644,2022-01-15 18:50:33+00:00,elonmusk,"1469 Starlink satellites active
272 moving to operational orbits
Laser links activate soon"
645,2022-01-15 07:09:37+00:00,elonmusk,🔝
646,2022-01-14 06:18:50+00:00,elonmusk,Tesla merch buyable with Dogecoin
647,2022-01-12 04:10:25+00:00,elonmusk,Bizarre anti-environment move by govt of California https://t.co/1OwdBNWbxT
648,2022-01-09 23:53:14+00:00,elonmusk,Starship launch &amp; catch tower https://t.co/5mLIQwwu0k
649,2022-01-09 08:25:44+00:00,elonmusk,https://t.co/uiHoMrpifZ
650,2022-01-07 23:09:17+00:00,elonmusk,Tesla FSD price rising to $12k on Jan 17
651,2022-01-06 23:39:59+00:00,elonmusk,Starlinks with “lasers” deployed to orbit https://t.co/Y1eg9gl7sJ
652,2022-01-06 06:51:11+00:00,elonmusk,nice
653,2022-01-02 22:56:00+00:00,elonmusk,https://t.co/LA9hPzVlGx
654,2022-01-02 18:19:33+00:00,elonmusk,Let’s make the roaring 20’s happen!
655,2022-01-02 17:56:50+00:00,elonmusk,Great work by Tesla team worldwide! https://t.co/lsDTCJtMrp
656,2021-12-30 06:27:15+00:00,elonmusk,https://t.co/OCUqr6xd9d
657,2021-12-30 06:18:38+00:00,elonmusk,https://t.co/mVhCpxVPZI
658,2021-12-28 21:18:21+00:00,elonmusk,Lex asks great questions https://t.co/TlyuEGoOVA
659,2021-12-27 03:49:50+00:00,elonmusk,"So much of AI is about compressing reality to a small vector space, like a video game in reverse"
660,2021-12-25 21:53:31+00:00,elonmusk,Floki Santa https://t.co/y3CTq16bGi
661,2021-12-25 20:17:37+00:00,elonmusk,Merry Christmas 🎄🎁 ⛄️ ⭐️ 😃
662,2021-12-24 21:32:25+00:00,elonmusk,"Interesting
https://t.co/548FHpnnxU"
663,2021-12-24 15:49:48+00:00,elonmusk,Tesla holiday software update goes to wide release today!
664,2021-12-23 01:16:48+00:00,elonmusk,The @SkepticsGuide book is 👍
665,2021-12-23 00:35:39+00:00,elonmusk,"Lots of Tesla cars to deliver before year end! Your support in taking delivery is much appreciated. 

Thanks also to the Tesla team working hard during the holidays!"
666,2021-12-22 23:17:53+00:00,elonmusk,"Whereas radar has trouble seeing small pedestrians, they’re obvious to Tesla vision https://t.co/ANUy58lgl7"
667,2021-12-22 22:11:51+00:00,elonmusk,Tesla holiday software release being tested with internal owners today. Broader rollout starts tomorrow evening.
668,2021-12-21 16:23:03+00:00,elonmusk,100th SpaceX rocket landing was today https://t.co/ysO9siYCee
669,2021-12-21 05:36:24+00:00,elonmusk,Has anyone seen web3? I can’t find it.
670,2021-12-20 23:54:48+00:00,elonmusk,🤣🤣 True. Ask your airline for Starlink! https://t.co/R9GL2bKOAT
671,2021-12-20 02:24:01+00:00,elonmusk,"For those wondering, I will pay over $11 billion in taxes this year"
672,2021-12-20 01:24:29+00:00,elonmusk,"Given the almost unimaginable nature of the present, what will the future be? https://t.co/b2Yw0AXGVA"
673,2021-12-19 19:17:57+00:00,elonmusk,Should be taught to all at a young age https://t.co/GlVkjcdhah
674,2021-12-19 01:00:34+00:00,elonmusk,traceroute woke_mind_virus
675,2021-12-18 08:20:35+00:00,elonmusk,Silco &amp; Jinx headline Coachella?
676,2021-12-18 07:40:43+00:00,elonmusk,https://t.co/wQpfHm8THU
677,2021-12-18 04:44:37+00:00,elonmusk,Tesla FSD 10.8 plus holiday fun software release probably Tuesday
678,2021-12-16 18:23:37+00:00,elonmusk,https://t.co/8yxJkfVAWC
679,2021-12-16 04:35:40+00:00,elonmusk,https://t.co/Wv6iJDuTge
680,2021-12-15 20:31:35+00:00,elonmusk,Highly recommend all of @HardcoreHistory https://t.co/rQLFrfLDk7
681,2021-12-14 10:34:23+00:00,elonmusk,Tesla will make some merch buyable with Doge &amp; see how it goes
682,2021-12-13 22:21:34+00:00,elonmusk,SpaceX is starting a program to take CO2 out of atmosphere &amp; turn it into rocket fuel. Please join if interested.
683,2021-12-12 12:47:36+00:00,elonmusk,https://t.co/5LE1PjFwgS
684,2021-12-12 12:29:34+00:00,elonmusk,Sine qua non non https://t.co/iTBlSwiX53
685,2021-12-12 12:27:32+00:00,elonmusk,Sorry https://t.co/ppBPBAWxZ6
686,2021-12-12 03:44:29+00:00,elonmusk,Just did a @HardcoreHistory episode with Dan Carlin. Hope you like it.
687,2021-12-11 20:12:56+00:00,elonmusk,"“No better friend, no worse enemy” https://t.co/e2TeRBiFbg"
688,2021-12-10 17:52:37+00:00,elonmusk,Mars &amp; Cars
689,2021-12-10 17:29:40+00:00,elonmusk,"Wow, only three weeks to 2022! 
What will 2032 will be like? 
Seems so futuristic!
Will we be on Mars?"
690,2021-12-10 17:19:13+00:00,elonmusk,Hahaha … ?1
691,2021-12-10 02:51:25+00:00,elonmusk,https://t.co/ZrZ1EfLYWy
692,2021-12-08 21:11:08+00:00,elonmusk,"Unless susceptible to extreme natural disasters, nuclear power plants should not be shut down"
693,2021-12-08 20:51:04+00:00,elonmusk,"If “temporary” provisions in the Build Back Better Act become permanent, US national debt will increase by 24%! https://t.co/kKdpc45JoB"
694,2021-12-08 17:21:49+00:00,elonmusk,https://t.co/FJaW6L5ba0
695,2021-12-06 05:42:48+00:00,elonmusk,"As always, Tesla is looking for hardcore AI engineers who care about solving problems that directly affect people’s lives in a major way.
https://t.co/0B5toOOHcj"
696,2021-12-04 15:08:15+00:00,elonmusk,We will soon make these real https://t.co/t4z5oNFnwW
697,2021-12-04 01:29:15+00:00,elonmusk,https://t.co/sIGZPDyx76
698,2021-12-03 15:51:09+00:00,elonmusk,Construction of Starship orbital launch pad at the Cape has begun
699,2021-12-02 21:11:12+00:00,elonmusk,"Laws are on one side, poets on the other"
700,2021-12-02 08:47:57+00:00,elonmusk,"Let’s set an age limit after which you can’t run for political office, perhaps a number just below 70 …"
701,2021-12-01 16:00:08+00:00,elonmusk,https://t.co/OL2hnKngTx
702,2021-12-01 08:04:51+00:00,elonmusk,"The sun is absurdly, overwhelmingly the source of energy in our solar system"
703,2021-12-01 00:23:05+00:00,elonmusk,"Blow the whistle on Tesla!
https://t.co/c86hLA0iQK"
704,2021-11-30 22:59:18+00:00,elonmusk,DayQuil + NyQuil https://t.co/aadssRmjyf
705,2021-11-30 00:24:41+00:00,elonmusk,👼
706,2021-11-30 00:13:51+00:00,elonmusk,Splish splash
707,2021-11-29 23:52:29+00:00,elonmusk,Just dropping some friends off at the pool
708,2021-11-25 19:56:37+00:00,elonmusk,"Happy Thanksgiving to all! Hope you have a great day. 

Your support over the years is super appreciated 😀"
709,2021-11-25 11:15:48+00:00,elonmusk,Avenge the dinosaurs!! https://t.co/knL2pFLGzF
710,2021-11-24 06:10:32+00:00,elonmusk,About to launch asteroid defense test! https://t.co/Wl4FGlHnVg
711,2021-11-22 05:20:36+00:00,elonmusk,At least 50% of my tweets were made on a porcelain throne
712,2021-11-22 05:15:38+00:00,elonmusk,Model S Plaid is sickkkk!!!!
713,2021-11-22 04:41:09+00:00,elonmusk,I aspire to comedy
714,2021-11-19 21:30:43+00:00,elonmusk,"A simpler time, it was https://t.co/RIkkgfKAk1"
715,2021-11-19 21:03:13+00:00,elonmusk,https://t.co/qoccnMXSz9 https://t.co/sRFHbGZ89m
716,2021-11-19 17:40:53+00:00,elonmusk,Don’t want to brag but … I’m the best at humility
717,2021-11-18 08:09:03+00:00,elonmusk,“We are choked with news and starved of history” – Durant
718,2021-11-18 00:34:16+00:00,elonmusk,"Talked about Starship with National Academies Space Studies Board

https://t.co/wMSUQYTNJg https://t.co/ii5ImhSguK"
719,2021-11-17 03:20:27+00:00,elonmusk,12 million pounds of thrust at liftoff https://t.co/4ArkgU4Vff
720,2021-11-15 01:48:09+00:00,elonmusk,Due to inflation 420 has gone up by 69
721,2021-11-13 16:47:09+00:00,elonmusk,129 Orbital Flights https://t.co/BjG4lNnFyJ
722,2021-11-13 11:16:58+00:00,elonmusk,https://t.co/KpPfSNuaaF
723,2021-11-09 08:13:40+00:00,elonmusk,I have all their albums https://t.co/OwQaSJADDE
724,2021-11-06 20:05:43+00:00,elonmusk,Roll them 🎲 🎲 https://t.co/F2rXGcz964
725,2021-11-06 19:17:49+00:00,elonmusk,"Much is made lately of unrealized gains being a means of tax avoidance, so I propose selling 10% of my Tesla stock.

Do you support this?"
726,2021-11-03 07:34:08+00:00,elonmusk,"Yup, even the moon https://t.co/o9GrgL4hpe"
